textID,text,selected_text,sentiment,lemma
fbc55b9c11, Have you noticed that we`re at the beginning of what may be the worst recession since the 1930`s ?,at the beginning of what may be the worst recession,negative,  have -PRON- notice that we`re at the beginning of what may be the bad recession since the 1930`s ?
ffe0dfb123,_crow he`s happy because hs is there haha I know we would be,happy be,positive,_ crow he` happy because hs be there haha -PRON- know -PRON- would be
df197ed8b8, Thanks! I was gonna make a joke and say they look just like mine!,Thanks!,positive,  thank ! -PRON- be go to make a joke and say -PRON- look just like -PRON- !
14a7689905,Happy mother`s day !!!!,Happy mother`s day !!!!,positive,Happy mother`s day ! ! ! !
e5b3486ba2,"wow, nothing like a sale to perk up a girl`s evening, huh!","wow,",positive,"wow , nothing like a sale to perk up a girl`s evening , huh !"
e5f9eb06bc," don`t frown my lil aussie, I still love you! *muah*","don`t frown my lil aussie, I still love you! *muah*",positive,"  don`t frown -PRON- lil aussie , -PRON- still love -PRON- ! * muah *"
3949b72541,"chilling on the sofa, I hate vaccinations, I feel sooo ill",hate,negative,"chill on the sofa , -PRON- hate vaccination , -PRON- feel sooo ill"
a916639e42,really want to see JB3D.. cant wait for thursday,really want to see,positive,really want to see jb3d .. can not wait for thursday
e283379cad,hates the net. ayaw bumukas ng twitter.  http://plurk.com/p/wxlxs,hates the net.,negative,hate the net . ayaw bumukas ng twitter .   http://plurk.com/p/wxlxs
cbbb741406,"Wishing I could go with  to SoCo to go climb, instead I`m stuck at work all weekend",stuck,negative,"wish -PRON- could go with   to SoCo to go climb , instead I`m stick at work all weekend"
ac2ec1e085,  Hope you have a better weekend then..,Hope you have a better weekend then.,positive,   hope -PRON- have a well weekend then ..
0d18bb5113,wants to welcome : back to Plurk again!  http://plurk.com/p/rp5po,wants to welcome,positive,want to welcome : back to Plurk again !   http://plurk.com/p/rp5po
a0475aee7f,Itchy ****!,Itchy,negative,Itchy * * * * !
86759f8798," Thanks so much my dear Damali - prayers worked, as I am much better, God willing!  Rested! Lots!  xoxo",Thanks,positive,"  thank so much -PRON- dear Damali - prayer work , as -PRON- be much well , God willing !   rest ! lot !   xoxo"
9a34fcae9a, congrats ya ran,congrats,positive,  congrat ya run
e2d82b16c7, They`re for my mama  I always bake late and get worried that the mixer is gonna bother people.,They`re for my mama  I always bake late and get worried that the mixer is gonna bother people.,negative,  They`re for -PRON- mama   -PRON- always bake late and get worried that the mixer be go to bother people .
b8ee0fda14,"Good mornin. Today will end early, woo. Gonna work on rick`s surprise PROJECT DUE ON TUESDAY",Good,positive,"good mornin . today will end early , woo . go to work on rick`s surprise project DUE on TUESDAY"
3ebd0a6f97," WOMAN, I didn`t know you came home  you so suck!!! When are you going back!","WOMAN, I didn`t know you came home  you so suck!!! When are you going back!",negative,"  WOMAN , -PRON- didn`t know -PRON- come home   -PRON- so suck ! ! ! when be -PRON- go back !"
14fc4a0f75, Thanks for finding me!  Have a wonderful evening!,Thanks,positive,  thank for find -PRON- !   have a wonderful evening !
acb5c83905,mothers day at the spit was awesome!!!!!!!  listening to Paranoid by The Jonas Brothers!!!!!!!!!,awesome!!,positive,mother day at the spit be awesome ! ! ! ! ! ! !   listen to Paranoid by the Jonas Brothers ! ! ! ! ! ! ! ! !
6e5b984f46," hey chicLit whats happening? Just trying to promote my business, it`s really hard!",it`s really hard!,negative,"  hey chicLit what s happen ? just try to promote -PRON- business , it`s really hard !"
0a2c769873,Greg Pritchard was robbed  ii am too gutted for words,robbed,negative,Greg Pritchard be rob   ii be too gutte for word
57eeab2353, ask mark if he still has that old blink sense of humor!! i miss it,miss,negative,  ask mark if -PRON- still have that old blink sense of humor ! ! i miss -PRON-
4dd07010b9,My mom doesn`t have twitter but imma post this anyway ..... I love you mommy,I love you mommy,positive,-PRON- mom doesn`t have twitt but imma post this anyway ..... -PRON- love -PRON- mommy
f9f759c7bc, i want you to go walking with me!! but i still miss my satan,t i still miss my satan,negative,  i want -PRON- to go walk with -PRON- ! ! but i still miss -PRON- satan
58b8194458,Design galore! Yayyyyyyy  progress beyond my imagination. Now...to get my flattie to sort out the Internet to send orders out!,Yayyyyyyy,positive,design galore ! yayyyyyyy   progress beyond -PRON- imagination . now ... to get -PRON- flattie to sort out the internet to send order out !
32f89da99e,  Hope you don`t get let down again.,Hope you don`t get let down again.,positive,   hope -PRON- don`t get let down again .
b56024023c," most definately! They are having a hard time, cuz I`m so young & never saw this, but I wrkd hard making cars & now I`m disabled","They are having a hard time,",negative,"  most definately ! -PRON- be have a hard time , cuz I`m so young & never see this , but -PRON- wrkd hard make car & now I`m disable"
47fc719676, I dunno...I thought I was funny,.I thought I was funny,negative,  -PRON- dunno ... -PRON- think -PRON- be funny
7c08c38000," thanks for viewing my portfolio www.wahliao.com  I`ll be updating it sometimes, will keep u updated.",thanks for viewing,positive,"  thank for view -PRON- portfolio www.wahliao.com   I`ll be update -PRON- sometimes , will keep u update ."
47c28eec84,"_za its not fruit, its those sugar covered sweets. My tummy is not happy",not happy,negative,"_ za -PRON- not fruit , -PRON- those sugar covered sweet . -PRON- tummy be not happy"
04b056be83, that was funny n almost right,funny n almost right,positive,  that be funny n almost right
2469ef546d,I make delicious pasta,delicious,positive,-PRON- make delicious pasta
8e837418dd, I like the sound of a love breeze...sounds beautiful! Love the wind on my face,love,positive,  -PRON- like the sound of a love breeze ... sound beautiful ! love the wind on -PRON- face
db7d78a282,"did ice skating last show part this morning. Mozart. awesome, can`t wait to do it Friday and saturday. love U all","awesome,",positive,"do ice skate last show part this morning . Mozart . awesome , can`t wait to do -PRON- Friday and saturday . love u all"
111cdd4494, when u gonna come show minnesota some love though hun?!,when u gonna come show minnesota some love though hun?!,positive,  when u go to come show minnesota some love though hun ? !
6fea8f470b,Oh..I`m so borin`.. why not play the computer?? My mom`s say: because your makin` task..!!,borin`.,negative,oh .. i`m so borin ` .. why not play the computer ? ? -PRON- mom` say : because -PRON- makin ` task .. ! !
b9de5cce2d,"Happiness comes from within...so the fact that it is a gray, rainy, Monday doesn`t bother me. Well, not too much.",Monday doesn`t bother me.,positive,"happiness come from within ... so the fact that -PRON- be a gray , rainy , Monday doesn`t bother -PRON- . well , not too much ."
c94d2a937e, ps love the new profile pic!,love,positive,  ps love the new profile pic !
cdeaa93be4,  sucks,sucks,negative,   suck
8b31247f45, finally a pic! cya in like 16 hrs haha,haha,positive,  finally a pic ! cya in like 16 hrs haha
d2d55db5e0,im ill hate it. seeing the doc at 5 too 10.,im ill hate it.,negative,-PRON- be ill hate -PRON- . see the doc at 5 too 10 .
61942aeba7, i posted it! let me know what you think? theres a really cute cut out in the back too.,theres a really cute cut out,positive,  i post -PRON- ! let -PRON- know what -PRON- think ? there s a really cute cut out in the back too .
52618a6457, I know.  I have such guilt associated with picking winners.,h guilt,negative,  -PRON- know .   -PRON- have such guilt associate with pick winner .
1a09cbe62d,Photo: Thatï¿½s what you call HOPE.  http://tumblr.com/xww1phh33,HOPE.,positive,photo : thatï¿½s what -PRON- call HOPE .   http://tumblr.com/xww1phh33
4f65e49c6e,My throat hurts so bad that i dont even want to swallow my own spit.       And i officially cant talk now....,hurts,negative,-PRON- throat hurt so bad that i do not even want to swallow -PRON- own spit .        and i officially can not talk now ....
8e7f30583a,Yao is out for the rest of the season! NOOO!..staying home on a Saturday night...SHOCK....got my phone fixed,Yao is out for the rest of the season! NOOO!..staying home on a Saturday night...SHOCK....got my phone fixed,negative,Yao be out for the rest of the season ! nooo! .. stay home on a Saturday night ... shock .... get -PRON- phone fix
cca4afb136," Awww, that`s nice.  You both make a really beautiful couple, you balance each other.","Awww, that`s nice.",positive,"  Awww , that`s nice .   -PRON- both make a really beautiful couple , -PRON- balance each other ."
d6ab7051a7, I`ve been using the Sennheiser CX 300 earbuds for 8 months and I love them.  Don`t know if they`re available in MU though.,I love them.,positive,  I`ve be use the Sennheiser CX 300 earbud for 8 month and -PRON- love -PRON- .   Don`t know if they`re available in MU though .
1e735f7380,i totally need to go to the doctor for my arm...this **** is STILL hurtin like hell      i shall return,hurtin,negative,i totally need to go to the doctor for -PRON- arm ... this * * * * be still hurtin like hell       i shall return
5af3be7c3f, Am busy yes...But then always am. Hope you had a great time traveling.  Where did you go?  Welcome back!,Hope you had a great time,positive,  be busy yes ... but then always be . hope -PRON- have a great time travel .   where do -PRON- go ?   welcome back !
efad30ddc7, There`s loads of highly qualified stuff  and loads STILL using snail mail.,d loads STILL using snail mail.,negative,  There`s load of highly qualified stuff   and load still use snail mail .
279f439b0f,"I know what would make me really tired, put me to sleep and I would sleep good!  ...RICE!!! Lmao!",I would sleep good!  ...RICE!!! Lmao!,positive,"-PRON- know what would make -PRON- really tired , put -PRON- to sleep and -PRON- would sleep good !   ... RICE ! ! ! Lmao !"
40e99732e1,"oh, it`s raining... i haaaate it!  It was a great violin lesson<3",haaaate,negative,"oh , it`s rain ... i haaaate -PRON- !   -PRON- be a great violin lesson<3"
bbbe6803f7,so bored...,so bored..,negative,so bored ...
9238f02de8, So sorry to hear about your mum.,sorry,negative,  so sorry to hear about -PRON- mum .
a336472bb3,Waiting for friends to call or email me bleh i feel unloved,i feel unloved,negative,wait for friend to call or email -PRON- bleh i feel unloved
448813cc8f,being at work while sick blows! kill me. i feel like ****,i feel like ****,negative,be at work while sick blow ! kill -PRON- . i feel like * * * *
ebf0770afc,Everything is cool now. I wish the boy was able to talk.,Everything is cool now. I wish the boy was able to talk.,positive,everything be cool now . -PRON- wish the boy be able to talk .
167fb8ca91, Done. Thank you,. Thank you,positive,  Done . thank -PRON-
e860bdc5ef,Dancing was alright todayy still doing Jai Ho!!,Dancing was alright to,positive,dancing be alright todayy still do Jai Ho ! !
52a7198645," true, depends on the couple  Personally we`ve found adding more has increased the fun & increased our bond",he fun,positive,"  true , depend on the couple   personally we`ve find add more have increase the fun & increase -PRON- bond"
378cd690c7,"#DuckRaces in the bath don`t quite work  Especially if you have no ducks! Only a polar bear,a seal & a whale.",#DuckRaces in the bath don`t quite work  Especially if you have no ducks!,negative,"# DuckRaces in the bath don`t quite work   especially if -PRON- have no duck ! only a polar bear , a seal & a whale ."
917ebb327b,wonders why am I so clumsy lately?  http://plurk.com/p/x28ka,so clumsy lately?,negative,wonder why be -PRON- so clumsy lately ?   http://plurk.com/p/x28ka
98949b1fd7,yeah its Friday! I thought my sis was coming into town turns out she is not!!  so sad! i miss my babies!!!,so sad! i miss my babies!!!,negative,yeah -PRON- Friday ! -PRON- think -PRON- sis be come into town turn out -PRON- be not ! !   so sad ! i miss -PRON- baby ! ! !
a9610660fb,Monday and I am at work and the legs are a still hurting a little! Smile,legs are a still hurting a little!,negative,Monday and -PRON- be at work and the leg be a still hurt a little ! smile
750bc1bdd1,had a good time at prom. They played Jonas Brothers for me. pretty much made my night...,good time,positive,have a good time at prom . -PRON- play Jonas Brothers for -PRON- . pretty much make -PRON- night ...
6eef9402ec,and because I wasn`t having a bad enough time last night my body decided it wanted to be sick,my body decided it wanted to be sick,negative,and because -PRON- wasn`t have a bad enough time last night -PRON- body decide -PRON- want to be sick
ae02c0e0b1," One of my good friends in the states has it covered now, but thank you again!",good friends,positive,"  one of -PRON- good friend in the state have -PRON- cover now , but thank -PRON- again !"
40af425098,how sad. last entrance 2cal academy of science was at 4pm. and it was zipcode free day too.,free da,positive,how sad . last entrance 2cal academy of science be at 4 p.m. . and -PRON- be zipcode free day too .
b866aecd19, aww BBQ? that`s not fair  all i had was chocolate,not fair,negative,  aww BBQ ? that`s not fair   all i have be chocolate
323d98cde7,_PingPong Awww I`m teaching my son (when I have one) those manners!  Too many boys are lacking those!,Too many boys are lacking those!,negative,_ PingPong Awww I`m teach -PRON- son ( when -PRON- have one ) those manner !   too many boy be lack those !
1dfb00b4c3, orralle.. have fun,fun,positive,  orralle .. have fun
ebc1e3bcb6, Yes PM PM you are right,you are right,positive,  yes pm pm -PRON- be right
fa6c21ce22,I have Vampire Knight  music!!!  I feel very special..,l very special,positive,-PRON- have Vampire Knight   music ! ! !   -PRON- feel very special ..
e5d31d8d38, i have tried the Teriyaki - no cookie tho!  we got (non winning) Pop-tarts with it.  All was great!,as grea,positive,  i have try the Teriyaki - no cookie tho !   -PRON- get ( non win ) pop - tart with -PRON- .   all be great !
d6528f1f21," Birthday **** is a great song, man.  Something different about it!  That`s what ppl want!","a great song,",positive,"  birthday * * * * be a great song , man .   something different about -PRON- !   that` what ppl want !"
295b313e7e, when it rains it pours - how true is that? I`m so sorry  I hate those kinda times.,? I`m so sorry  I hate those kinda times.,negative,  when -PRON- rain -PRON- pour - how true be that ? I`m so sorry   -PRON- hate those kinda time .
56535db7e9,I`m bummed that the  contest is only for the 48 states   What about Hawaii??,I`m bummed,negative,I`m bum that the   contest be only for the 48 state    what about Hawaii ? ?
f86533eda4,I nvr wanted May to come to an end,I nvr wanted May to come to an end,positive,-PRON- nvr want May to come to an end
ada6e0bfeb,my 6th wedding anniversary today... so lucky to have such a gorgeous wife,so lucky to have such a gorgeous wife,positive,-PRON- 6th wedding anniversary today ... so lucky to have such a gorgeous wife
b79ebb8e91,everybody is sick,everybody is sick,negative,everybody be sick
3b921ccd0b, I`m sorry.,I`m sorry.,negative,  i`m sorry .
1bdc0198c2,I`m thirsty in the middle of the night and get to the fridge only to find my Brand New bottle of Cran-Cherry juice gone....  FML moment!!,Brand New bo,positive,I`m thirsty in the middle of the night and get to the fridge only to find -PRON- brand new bottle of Cran - Cherry juice go ....   fml moment ! !
3792c7b13e,      You`ll be missed!!  Bring me back  a keychain!,You`ll be miss,negative,       You`ll be miss ! !   bring -PRON- back   a keychain !
935aa9d3e4,"So happy. Great, glowy, ravey, beery night. Now smokey, pizzary night with cool friends. And I love liz  x",happy.,positive,"so happy . great , glowy , ravey , beery night . now smokey , pizzary night with cool friend . and -PRON- love liz   x"
adf6b0cfe3,So not looking forward to hurricane season. 3 days until...,not looking forward,negative,so not look forward to hurricane season . 3 day until ...
303f835cb7,"Boys are stupid, throw rocks at them","stupid,",negative,"boy be stupid , throw rock at -PRON-"
08e64c5400,Lucy has an upset tummy and sore leg  http://apps.facebook.com/dogbook/profile/view/182397,upset,negative,Lucy have an upset tummy and sore leg   http://apps.facebook.com/dogbook/profile/view/182397
1a709deb79,I do believe it`s bed time. Knighty knight.,believe,positive,-PRON- do believe it`s bed time . knighty knight .
60fc91095e,"says good morning everyone! Once again, a happy mother`s day to all the mothers out there!  I hope you all h... http://plurk.com/p/stq3f","good morning everyone! Once again, a happy mother`s day to all the mothers out there!  I hope you all",positive,"say good morning everyone ! once again , a happy mother`s day to all the mother out there !   -PRON- hope -PRON- all h ... http://plurk.com/p/stq3f"
fcf1635aef, I`ve read about those. They`re cool. You should definitely get one,cool.,positive,  I`ve read about those . They`re cool . -PRON- should definitely get one
d106e7a5f5,So annoyed I missed Mitch Benn @ Lemon Tree. **** you What`s On!,So annoyed I missed Mitch Benn,negative,so annoyed -PRON- miss Mitch Benn @ Lemon Tree . * * * * -PRON- what`s on !
abe4a36ce0,":O Job interview today, i`m really gonna mess this uuuup",", i`m really gonna mess this uuuup",negative,":O Job interview today , i`m really go to mess this uuuup"
3ef15664b9, AHHH! still not following!! Do you think she forgot??,AHHH!,negative,  AHHH ! still not follow ! ! do -PRON- think -PRON- forget ? ?
74823162be, thanks + agree  http://bit.ly/7vIKc,thanks,positive,  thank + agree   http://bit.ly/7vIKc
d86eaa0487, what Brody how dare u,what Brody how dare u,negative,  what Brody how dare u
6548ec2f3b,Struggling...selfishness and jealousy doesn`t get you any further in life... ohh myyy,selfishness,negative,struggle ... selfishness and jealousy doesn`t get -PRON- any further in life ... ohh myyy
b867858e93," yeah - stomach bug or something. Fever, etc. Not fun.",Not fun.,negative,"  yeah - stomach bug or something . Fever , etc . not fun ."
daa69a6eb3, Norwood house party haaaaaa... Yaaaaaaay (smiles),Norwood house party haaaaaa... Yaaaaaaay (smiles),positive,  Norwood house party haaaaaa ... Yaaaaaaay ( smile )
9540dad916, endodontist should be able to do it without removing it. Just hope my ceramic crown doesn`t shatter some time later,Just hope my ceramic crown doesn`t shatter some time later,positive,  endodontist should be able to do -PRON- without remove -PRON- . just hope -PRON- ceramic crown doesn`t shatter some time later
07fd0f3a7b,Happy Star Wars day everyone,Happy,positive,Happy Star Wars day everyone
d371c733a5," yeah, now ranga makes sense",makes sense,positive,"  yeah , now ranga make sense"
df398a774e,"  alright...I`m going to get off comp now, go back to ur party  be safe  & have fun!",ave,positive,"   alright ... i`m go to get off comp now , go back to ur party   be safe   & have fun !"
3197c989b5," Happy anniversary to you and ! Hoping for many, many more. All the best from all of us",Happy anniversary to you,positive,"  happy anniversary to -PRON- and ! hope for many , many more . all the good from all of -PRON-"
f4e5e417d7, mmm nandos is good (y) and topshop rules i am actually devastated that i cant come to to london show 'm8' bailed out,devastated,negative,  mmm nando be good ( y ) and topshop rule i be actually devastate that i can not come to to london show ' m8 ' bail out
eeb25afc24,SWAY SWAY BABY zommgg love it  need more screamo tho boys,love,positive,SWAY SWAY BABY zommgg love -PRON-   need more screamo tho boy
afc9efbead, so neat hearing U on kiddshow today wish I was there,neat,positive,  so neat hearing U on kiddshow today wish -PRON- be there
984a1a9fac, lol well thank you,thank you,positive,  lol well thank -PRON-
647f0fd7b2,in Newcastle enjoying the family  With mum on mother`s day for the 1st time in years!,enjoying,positive,in Newcastle enjoy the family   with mum on mother`s day for the 1st time in year !
d2a221697e,"  Yes,  and I hope the show I promoted was clean.....   lol      Bella",as clea,positive,"   yes ,   and -PRON- hope the show -PRON- promote be clean .....    lol       Bella"
59e7f40758," Hi Nic, i was so excited to heard that PCD will perform in Jakarta. I hope u will visit my town, Bali as well. Love Ya !",excited,positive,"  hi Nic , i be so excited to hear that PCD will perform in Jakarta . -PRON- hope u will visit -PRON- town , Bali as well . love ya !"
8102133108,Love johnny deep looks in public enemies (L) I`ll catch this film when show in HK,Love,positive,love johnny deep look in public enemy ( l ) I`ll catch this film when show in HK
bd229715c7,Why am I limited to only being able to sync with 1 MS Exchange account on iPhone?  ... same goes for Outlook. Why can`t I have more? Lame.,Lame.,negative,why be -PRON- limit to only be able to sync with 1 MS Exchange account on iPhone ?   ... same go for Outlook . why can`t -PRON- have more ? lame .
77e645b46c, hopefully the weather has been nice/cooperating,hopefully,positive,  hopefully the weather have be nice / cooperating
3b474db526, Hey Sherri! Thanx 4 da messages Wondering if u could follow me? Plzzzz,Thanx 4 da messages,positive,  Hey Sherri ! Thanx 4 da message Wondering if u could follow -PRON- ? Plzzzz
4105fed8e2, I CAN`T!!! My heart aches for her children  I wanna adopt alexis,My heart aches for her children,negative,  -PRON- can`t ! ! ! -PRON- heart ache for -PRON- child   -PRON- wanna adopt alexis
728e9b67c8," me too  she better be back soon! dude, this is my typical bedtime. but look who is talking! what are YOU doing up so late?",y typical,negative,"  -PRON- too   -PRON- better be back soon ! dude , this be -PRON- typical bedtime . but look who be talk ! what be you do up so late ?"
ece42636bb, rofl! we aren`t wearing dark grungy though! I asked bradie if it was ok he said yess,rofl!,positive,  rofl ! -PRON- aren`t wear dark grungy though ! -PRON- ask bradie if -PRON- be ok -PRON- say yess
aa549b978a, hahaha wow thanks bud :p but my plan is to pretend its a costume... I wish it were cold so i could wear a sweatshirt over this,thanks,positive,  hahaha wow thank bud :p but -PRON- plan be to pretend -PRON- a costume ... -PRON- wish -PRON- be cold so i could wear a sweatshirt over this
ec895c12a3,goooooood morning!,goooooood,positive,goooooood morning !
a336a7412c, your sister would ! hahah thats so funny !! i thought you liked them,so funny,positive,  -PRON- sister would ! hahah that s so funny ! ! i think -PRON- like -PRON-
6170a713ee, I know june 2010...  but its gonna be so good. Im going to se it even if im 20 when it comes out.,o good,positive,  -PRON- know june 2010 ...   but -PRON- go to be so good . -PRON- be go to se -PRON- even if -PRON- be 20 when -PRON- come out .
0591381367,"Just finished The Village. So in love,could watch it over and over! Wonder why I can`t get to sleep tonight","love,c",positive,"just finish the Village . so in love , could watch -PRON- over and over ! wonder why -PRON- can`t get to sleep tonight"
1044b062d0, thanks  have fun at work lol ****,thanks,positive,  thank   have fun at work lol * * * *
33e77aafa6,  glad your feeling abit better!  I think mine might be nearly gone now xD,t better,positive,   glad -PRON- feeling abit better !   -PRON- think -PRON- may be nearly go now xD
428d32dc76,walk was grand peeps lol feet are really hurting now thought  ****,feet are really hurting now thought  ****,negative,walk be grand peep lol foot be really hurt now think   * * * *
76edbec34b,"Sitting at work, waiting for this day to be over with. It is always Fridays that take forever. Wish the weekend would get here already.",Wish,positive,"sit at work , wait for this day to be over with . -PRON- be always friday that take forever . wish the weekend would get here already ."
a5882c9098," You were absolutely amazing in the Wolverine  you`re sooo beautiful !! you`re also such an amazing person, i look up to u",o beautiful,positive,"  -PRON- be absolutely amazing in the Wolverine   you`re sooo beautiful ! ! you`re also such an amazing person , i look up to u"
277684b518, probably.  sucks for you.,sucks for you,negative,  probably .   suck for -PRON- .
0f59e9ab8a,Another Friday night in. Man being skint is rubbish.,rubbish.,negative,another Friday night in . man be skint be rubbish .
e76865ce1f,hope this day will be nice as the sun that are upon us,nice,positive,hope this day will be nice as the sun that be upon -PRON-
48135ccef9,@ work....boyz make me sick..,sick..,negative,@ work .... boyz make -PRON- sick ..
b45c94b07c,why on twitter does no one talk 2 me i know your all celebs and i`m nt but it`s nice to be spoken to once in a while,nice,positive,why on twitter do no one talk 2 -PRON- i know -PRON- all celebs and i`m nt but it`s nice to be speak to once in a while
1f80ba76e2, haha this tripped me up once when I was talking to Harvard - I read it as an aussie automatically - came off as an idiot,haha this tripped me up once when I was talking to Harvard - I read it as an aussie automatically - came off as an idiot,negative,  haha this trip -PRON- up once when -PRON- be talk to Harvard - -PRON- read -PRON- as an aussie automatically - come off as an idiot
08b256927c,"_billiam whoa..you`re fast. Check it out I`ve submitted my comment . Oh, and thanks!",thanks!,positive,"_ billiam whoa .. you`re fast . check -PRON- out I`ve submit -PRON- comment . oh , and thank !"
047a34a527,Stupid red hair is too difficult on the upkeep. Re-dyed it a more manageable brown-red. Boo,too difficult on the upkeep.,negative,stupid red hair be too difficult on the upkeep . Re - dye -PRON- a more manageable brown - red . boo
0e0fdad9a6,"oo. and studied today outside after having a ben+jerry`s.. wearing a sundress, hopefully didn`t get an awkward tan line.. haha!",hopefully,positive,"oo . and study today outside after have a ben+jerry`s .. wear a sundress , hopefully didn`t get an awkward tan line .. haha !"
42bfc2c86f,"is disappointed to learn Newark, OH cancelled their july 4 fireworks due to the economy",disappointed,negative,"be disappointed to learn Newark , OH cancel -PRON- july 4 firework due to the economy"
6bba94d225, great show,great show,positive,  great show
ccb5130fed,Just took a shower.We`re gonna go to Church.Time to thank Him for my mother.,thank,positive,just take a shower . we`re go to go to Church . time to thank -PRON- for -PRON- mother .
acb838c3b4,Trying to get out to enjoy the weather & train a little... Some minor beer tasting activity took place yesterday with  etc,enjoy,positive,try to get out to enjoy the weather & train a little ... some minor beer taste activity take place yesterday with   etc
7eb2296995,ughhh my leg is still cramping from my panic attack outside ULU this morning   bloody hurts!!,cramping,negative,ughhh -PRON- leg be still cramp from -PRON- panic attack outside ULU this morning    bloody hurt ! !
eccb78e4ad, What you said is as good as day dreaming!  sorry to say that our country is in such a state....,sorry,negative,  what -PRON- say be as good as day dream !   sorry to say that -PRON- country be in such a state ....
185a9be434," i`m relying on my mobile, which lacks reception. Trying to help, but just looking silly","i`m relying on my mobile, which lacks reception. Trying to help, but just looking silly",negative,"  i`m rely on -PRON- mobile , which lack reception . try to help , but just look silly"
c69e9c64d2,there is poor lost duck outside of Olive Garden. that makes me sad,sad,negative,there be poor lose duck outside of Olive Garden . that make -PRON- sad
6c385f080b,Oh darn. Lost another follower.,darn.,negative,oh darn . lose another follower .
cde74aef92,I don`t think the neti pot is working for me  maybe I`m doing it wrong?,I don`t think the neti pot is working,negative,-PRON- don`t think the neti pot be work for -PRON-   maybe i`m do -PRON- wrong ?
0a887ad3bc,Yao...broken foot...so much for that series  Denver`s next,broken,negative,Yao ... break foot ... so much for that series   denver`s next
9485357290,lonely,lonely,negative,lonely
722fb5bb55,omg i realy can`t sleep ughh,realy can`t sleep,negative,omg i realy can`t sleep ughh
f26e00d396, thats too bad,bad,negative,  that s too bad
8d7fa41ea9,"i actually really liked Merlin last night. some parts were a bit eh, but the part where that chick was singing was like whoa.","i actually really liked Merlin last night. some parts were a bit eh, but the part where that chick was singing was like whoa.",positive,"i actually really like Merlin last night . some part be a bit eh , but the part where that chick be singe be like whoa ."
9a718addd2,Had a nice pre mother`s day dinner out. Now a cocktail before retiring for the evening,Had a nice pre mother`s day dinner out.,positive,have a nice pre mother`s day dinner out . now a cocktail before retire for the evening
a33666c3b3," Granny, Linda will be happy.",happy.,positive,"  Granny , Linda will be happy ."
066a730dbc,my body is aching. I can barely move...but its worth it to be champs,barely,negative,-PRON- body be ache . -PRON- can barely move ... but -PRON- worth -PRON- to be champ
842953e8a8,"just missed to answer his IM AGAIN! For the nth time! This is making me sad.  Whenever he IM (which is all the time), I am always out.",sad.,negative,"just miss to answer -PRON- IM again ! for the nth time ! this be make -PRON- sad .   whenever -PRON- IM ( which be all the time ) , -PRON- be always out ."
5c19fb5069,"Played with FontStruct http://is.gd/ejE uploaded to dafont, 16k downloads & top of its category http://is.gd/wyyp Very wtf moment for me",top,positive,"play with FontStruct http://is.gd/ejE uploaded to dafont , 16k downloads & top of -PRON- category http://is.gd/wyyp very wtf moment for -PRON-"
e0f46e39c0," good moring mr bailey, it is my birthday today",good,positive,"  good moring mr bailey , -PRON- be -PRON- birthday today"
80e9ce3e2d," are you giving up on me  oh well. It`s not the counting, it`s the math and the weighting (or lack of) that doesn`t make sense.",t doesn`t make sense.,negative,"  be -PRON- give up on -PRON-   oh well . it`s not the counting , it`s the math and the weighting ( or lack of ) that doesn`t make sense ."
35987ef851,Got a deadline to meet!!! No TGIF for me,Got a deadline to meet!!!,negative,got a deadline to meet ! ! ! no tgif for -PRON-
266f192a24,_bach daps were the best lol,the best lol,positive,_ bach dap be the good lol
f4f2d57a7f,Margaritas with my Momo. I`ve missed her.,missed,negative,Margaritas with -PRON- Momo . I`ve miss -PRON- .
f49443a4a0,so I`m kinda pissed that Boys Like Girls is gonna be at Kentucky Kingdom on a date i already have a show,I`m kinda pissed,negative,so I`m kinda piss that boy like girl be go to be at Kentucky Kingdom on a date i already have a show
67e286c790, i thought you would win!  Fabulously40 have some bots on her side?,i thought you would win!,negative,  i think -PRON- would win !   Fabulously40 have some bot on -PRON- side ?
78b7479984, I saw your tweet minutes before going to lunch.  Decided to skip that today. Thanks for saving me the money  Speedy recovery!,. Thanks for saving me the money,positive,  -PRON- see -PRON- tweet minute before go to lunch .   decide to skip that today . thank for save -PRON- the money   speedy recovery !
c8a6bb2681, it`s kind of hard to see a pic of a doggie if the pic doesn`t exist,it`s kind of hard,negative,  it`s kind of hard to see a pic of a doggie if the pic doesn`t exist
7b04cd0f6e, thanks gail  imma try this one day! looks yummy! geezzz. after my siargao trip nlng pla. heheh.,! looks yummy,positive,  thank gail   imma try this one day ! look yummy ! geezzz . after -PRON- siargao trip nlng pla . heheh .
f3a526931d,"Saying goodbye to a good trusted friend today. Goodbye free Sky TV, you were the best friend anyone could have had.",goodb,positive,"say goodbye to a good trust friend today . goodbye free Sky TV , -PRON- be the good friend anyone could have have ."
a3710e95cc, Haha thanks.,thanks.,positive,  Haha thank .
98faaeeb94," curing le hangover from an epic night, bruised `n battered from a hectic go-karting session. pretty satisfied thank you very much",pretty satisfied thank you very much,positive,"  curing le hangover from an epic night , bruise ` n batter from a hectic go - karting session . pretty satisfied thank -PRON- very much"
5f41f3ce86," you, my friend, are a true fan",", are a true fan",positive,"  -PRON- , -PRON- friend , be a true fan"
e85af5bacd,still sick  thinking about naming the puppy june,sick,negative,still sick   think about name the puppy june
